5.379533091531446543e-01 4.395827231688211878e-01 3.611621088782166478e-01 2.562865875888577505e-01 2.475290303642809775e-01 1.974816083931840993e-01 1.477474094506471824e-01 1.358668171171662220e-01 1.219050868692603817e-01 1.206784463219273684e-01 1.201438164992327529e-01 1.371307822555138944e-01 1.186779014330776594e-01 1.198061989116235293e-01 1.200545280970257422e-01 1.266354965093748342e-01 1.185918037877642939e-01 1.184489874595045650e-01 1.190700789264887427e-01 1.348821895885079780e-01 1.180351209342441060e-01 1.189250529228247089e-01 1.209737687613196833e-01 1.191053989940946967e-01
5.160814167201664970e-01 4.126823862568907986e-01 2.790355368730750296e-01 2.311642564962916591e-01 1.849939803241099356e-01 1.808933754362245239e-01 1.605674457035738134e-01 1.860109697191015821e-01 1.237069926321123503e-01 1.243160061295234958e-01 1.336147689934064353e-01 1.206369789025927425e-01 1.196864945121426521e-01 1.209017306863557351e-01 1.207263914929210952e-01 1.200210383891736343e-01 1.213342080322582506e-01 1.201837780267306782e-01 1.193904388243939713e-01 1.193158737396954189e-01 1.194547473464695059e-01 1.191314014531309889e-01 1.194393282757097441e-01 1.198406834353855227e-01
5.140847334105087540e-01 3.713067093855660361e-01 2.935735577455299006e-01 2.419826507867022247e-01 2.208547240361070085e-01 2.364696975021021996e-01 1.553616312073427541e-01 1.469632761476834248e-01 1.243938214482619015e-01 1.313519534872604477e-01 1.239510348140881318e-01 1.196049573640040609e-01 1.232275626936478741e-01 1.186952447928402710e-01 1.189165730061123027e-01 1.191117227210153062e-01 1.185652936634351423e-01 1.187217375707691897e-01 1.184958853480556629e-01 1.218679195490549316e-01 1.245560232003263129e-01 1.189022637516804481e-01 1.284568284370591895e-01 1.236913236810316258e-01
5.618094904192242334e-01 4.082451127384585376e-01 2.938165973726595270e-01 2.484260421987375400e-01 2.007974735600017435e-01 1.791595273280914558e-01 1.437823602733614980e-01 1.339588400610348951e-01 1.240942427570671525e-01 1.388489711813428451e-01 1.202170708493070367e-01 1.284071077820038431e-01 1.195566431370720661e-01 1.197412317021121636e-01 1.205537710358385861e-01 1.198065381826075859e-01 1.207349091985358974e-01 1.230614306108215039e-01 1.202587295204538970e-01 1.209046076658087665e-01 1.200527969461383376e-01 1.372020962588660353e-01 1.205087262123109154e-01 1.192969512717722419e-01
5.210457031602455658e-01 3.634366076877656448e-01 2.733304552513431407e-01 2.060753405691998774e-01 1.834140252584191833e-01 1.840915314359863331e-01 1.409304042452527717e-01 1.489495395824252943e-01 1.232949809343007741e-01 1.223441584007533001e-01 1.389735848339097302e-01 1.202810532806656701e-01 1.206686487593661011e-01 1.251575415093899024e-01 1.404502108556050788e-01 1.189523818739962324e-01 1.192606904290180736e-01 1.191742043646056987e-01 1.199082810523745268e-01 1.182695730385749933e-01 1.192346791857002292e-01 1.189826190077257345e-01 1.206955885131033024e-01 1.208706338864408703e-01
5.638003005172294024e-01 4.066436948360151460e-01 3.181445693559411536e-01 2.217119826241471248e-01 1.932094067784062563e-01 1.838424518369823069e-01 1.406542918866181269e-01 1.250785477171859339e-01 1.738810744721006885e-01 1.222539765092346825e-01 1.195646500804041223e-01 1.186203741311574883e-01 1.193928953141849547e-01 1.187745672053096002e-01 1.205438995405344604e-01 1.187559279441998267e-01 1.185979546210184921e-01 1.192778268191140023e-01 1.185066943280859708e-01 1.185917143233087001e-01 1.197016292578039487e-01 1.199980420760310001e-01 1.184249892476169630e-01 1.205952910645790577e-01
4.953560932412924833e-01 3.359328465908348882e-01 2.552885086021805527e-01 2.188586806458085454e-01 1.869284927598024448e-01 1.762327940411637095e-01 1.504021384059467947e-01 1.260412349176287805e-01 1.231817587515003642e-01 1.247947875825642927e-01 1.211105077746116032e-01 1.206917297032437664e-01 1.211989769834343200e-01 1.196838915833721012e-01 1.204208561643096143e-01 1.277861374601176880e-01 1.196625737101653375e-01 1.197437732980257546e-01 1.200088824134880050e-01 1.209397000102977321e-01 1.201823705116209229e-01 1.200109010525607089e-01 1.211721036404662388e-01 1.202435345049885501e-01
5.307472190026107928e-01 4.077005148745545537e-01 2.691907580393891330e-01 2.289200297710370924e-01 1.995784598602086679e-01 1.790513202493618505e-01 1.449309217362632074e-01 1.279433890359452652e-01 1.242490491619166609e-01 1.232698111673374564e-01 1.225952135472823390e-01 1.211786263205583136e-01 1.207704917661214516e-01 1.209362833482849481e-01 1.233688251282405723e-01 1.212402742745566503e-01 1.223626812227664451e-01 1.214794430752695609e-01 1.289300658260689736e-01 1.198077210553224470e-01 1.191478565542918727e-01 1.222903762113812243e-01 1.199326819776970893e-01 1.190045863873598897e-01
4.715224561925591695e-01 4.059314615116376701e-01 2.890362516148939909e-01 2.234397834181789666e-01 1.871040840050600396e-01 1.746876063622361530e-01 2.110448250274040705e-01 1.321859686286827873e-01 1.224699107426682337e-01 1.239209807071031955e-01 1.209816976604514149e-01 1.200275064851499401e-01 1.204316869973341975e-01 1.204881230107440054e-01 1.195770636900325978e-01 1.194402932823360186e-01 1.197226924648943924e-01 1.199037998366050684e-01 1.195774453162071760e-01 1.191398984043675613e-01 1.197744683730315035e-01 1.197012036695298404e-01 1.190625711965486444e-01 1.189923043779404499e-01
5.671943567622406146e-01 3.742285393267056892e-01 2.778144509546396912e-01 2.437498404220785619e-01 2.880512435319963482e-01 1.770988629920379476e-01 1.668600816097705053e-01 1.548155313805547884e-01 1.254387934370879976e-01 1.236733503846451782e-01 1.205458677723972999e-01 1.197388235310055393e-01 1.203774617564434685e-01 1.235514807998136094e-01 1.203355980726365793e-01 1.199028517205753819e-01 1.197049608927390624e-01 1.320590289671473294e-01 1.214304423183744930e-01 1.241817728167043805e-01 1.189915726980185634e-01 1.197612673508662018e-01 1.187205920277516896e-01 1.191047927459895905e-01
6.186112532397098907e-01 4.171364753275054738e-01 2.738909454570383484e-01 2.778813931014715299e-01 2.293016953411869951e-01 1.892983792230294449e-01 1.482227509567300150e-01 1.405499403771324485e-01 1.235565576209313732e-01 1.206616462807686696e-01 1.569915985100955313e-01 1.237586487956424952e-01 1.201739274366533383e-01 1.198040814901324969e-01 1.203347618847785960e-01 1.454095350365693928e-01 1.208679655402985220e-01 1.194222363686185395e-01 1.196306307052051598e-01 1.205858569466563696e-01 1.202358476816100391e-01 1.193490433030516551e-01 1.204016804685178743e-01 1.199457721990031533e-01
5.090178868571861859e-01 3.462257966161649270e-01 3.002939259539765260e-01 2.139203589945162243e-01 1.764397494967775704e-01 1.613067212514223969e-01 1.307097884789211462e-01 1.276821892762794175e-01 1.232481618107514054e-01 1.237312648710235108e-01 1.196157528494124628e-01 1.196356960279075787e-01 1.201128074613510288e-01 1.196848675149702890e-01 1.190970200804681023e-01 1.304176777499561901e-01 1.197107186843096860e-01 1.192532858277762786e-01 1.201539524533666858e-01 1.189822896584800255e-01 1.193703917816112126e-01 1.189345109985813775e-01 1.303852579703563275e-01 1.218416481853254324e-01
6.017369337735143375e-01 4.521376693239675393e-01 3.071579924968091957e-01 2.496985977655009070e-01 1.996479889113025041e-01 1.835434193514124679e-01 1.366784415462747315e-01 1.388196726657435209e-01 1.260244970442576662e-01 1.219038039633597581e-01 1.201220825352619648e-01 1.192638383268508767e-01 1.181578879525453235e-01 1.197043133241192658e-01 1.194611025823310718e-01 1.189095709047420374e-01 1.195236067702878241e-01 1.203398719828955160e-01 1.188452632396633235e-01 1.297329955652179179e-01 1.192367693956969121e-01 1.216734968121311322e-01 1.189939666963233944e-01 1.198755793516205620e-01
