5.116891767327605978e-01 3.663859727140892919e-01 2.856734774131486354e-01 2.337925221871748338e-01 2.099127610030937507e-01 1.921161810290415994e-01 1.402253570555022644e-01 1.286226957725820352e-01 1.238244080454415641e-01 1.204025946629793120e-01 1.215630670532214935e-01 1.199235315252565187e-01 1.190965711507898095e-01 1.198866559375765251e-01 1.198285278055448433e-01 1.193609187456965426e-01 1.194875287181468571e-01 1.210731333660483855e-01 1.189660898951278856e-01 1.303334172094792187e-01 1.221220225135091347e-01 1.286091579039139454e-01 1.189453693323993949e-01 1.197605205041017001e-01
5.833555009369317812e-01 3.708249339042123394e-01 2.419838934033575750e-01 2.107590109668651679e-01 1.853751266016075983e-01 1.909931566997911112e-01 1.457024869896533514e-01 1.263771753693271049e-01 1.246976101221310140e-01 1.405560156562821184e-01 1.197850563516239808e-01 1.204645777823933894e-01 1.200921309809625109e-01 1.191060812320707263e-01 1.198187125421280863e-01 1.242321380392103630e-01 1.200964437828379305e-01 1.186467325796675826e-01 1.191512564093712145e-01 1.190114522852577517e-01 1.301007833536730607e-01 1.192321276124526652e-01 1.196000076739292678e-01 1.201100512377962087e-01
5.485395407660416112e-01 3.537047439359968792e-01 2.602054950915019815e-01 2.059305291405256200e-01 1.830048266597245621e-01 1.678394410461141462e-01 1.311185200219915636e-01 1.306270273631728873e-01 1.232783548880792557e-01 1.212401071730047630e-01 1.254208511618482291e-01 1.191126539129302581e-01 1.205704640715954956e-01 1.188918173544229739e-01 1.189299434782991743e-01 1.202995754512885263e-01 1.194425685863277631e-01 1.312987633018148637e-01 1.324774619013451560e-01 1.193225301691789031e-01 1.212131756265504567e-01 1.339111499091782953e-01 1.192994351899859112e-01 1.202765913892911986e-01
5.487993961927305486e-01 3.916600989493723151e-01 2.857959601549180384e-01 2.411763933241619084e-01 1.998805943914130356e-01 1.766830083706287524e-01 1.554109440583414936e-01 1.276169551157551596e-01 1.238993792522133930e-01 1.233620306095508101e-01 1.213891993071189862e-01 1.193476084047449259e-01 1.194805888043794367e-01 1.203422004297078074e-01 1.201465378361197545e-01 1.524204314792873549e-01 1.187414716415316485e-01 1.189008674307549113e-01 1.193271966976074960e-01 1.189019184344815155e-01 1.230730948986036577e-01 1.201546884994245112e-01 1.215998696443781057e-01 1.193918627214027306e-01
5.580518385070639686e-01 4.768735193861110000e-01 3.054262628790309075e-01 3.396649283317377255e-01 2.238711974952322936e-01 1.816654028065905202e-01 1.895168846539627694e-01 1.337299451955095697e-01 1.231177551698585115e-01 1.229739592434100914e-01 1.201232862423546599e-01 1.199399392001077036e-01 1.216276976916471353e-01 1.202365872057662294e-01 1.213048008627780616e-01 1.251129451645515145e-01 1.201763086526166091e-01 1.213826984717764346e-01 1.202139395631216801e-01 1.200318117656765660e-01 1.192258241014314268e-01 1.192139882451506705e-01 1.194499114188087019e-01 1.205328644606528665e-01
5.379191544356040078e-01 3.788017024114085363e-01 2.901011617461765613e-01 2.142139217409048391e-01 1.927278106561029769e-01 1.625345528693921959e-01 1.728198390901218851e-01 1.263631331482714115e-01 1.235667027036395915e-01 1.211388295455457648e-01 1.196505501698340856e-01 1.366808048150650878e-01 1.408069827013967434e-01 1.186753029222129274e-01 1.189192391235840418e-01 1.187274092589594987e-01 1.185649258626073066e-01 1.205776468228523385e-01 1.186752828419535277e-01 1.184966373495847380e-01 1.186110467163389443e-01 1.192799285022581035e-01 1.191106331721248773e-01 1.292426430827288975e-01
5.094014332924149402e-01 4.003101707433878720e-01 3.330265496368153277e-01 5.593261942908783757e-01 2.810448168851503725e-01 2.477396975875023610e-01 1.738626348156426804e-01 1.310438119009992297e-01 1.248572823532329568e-01 1.232337031926608595e-01 1.205284820123899425e-01 1.202969021877654116e-01 1.190532188497098742e-01 1.200416156145266144e-01 1.223785522138844395e-01 1.202355595568895125e-01 1.206410775495408844e-01 1.184452614936925691e-01 1.184964810586220385e-01 1.192765930644320432e-01 1.272171881774839253e-01 1.194513825818342423e-01 1.193367045865198206e-01 1.183976297484505974e-01
4.898617167061226629e-01 4.031817222333708983e-01 3.057728465414683572e-01 2.280661651111404731e-01 1.856572200258568284e-01 1.965403419271071761e-01 1.452168776221069157e-01 1.261049701941650558e-01 1.384095637735621165e-01 1.263838265818905682e-01 1.205300422406867800e-01 1.203652664287453988e-01 1.192922941013216526e-01 1.203797944202158743e-01 1.201786971380014030e-01 1.197015154414046434e-01 1.201741336323265269e-01 1.193886560823443632e-01 1.192356689280850701e-01 1.193993414233587569e-01 1.198959910304340098e-01 1.210569865694578889e-01 1.189642718270248478e-01 1.194323620633125638e-01
5.124460838846562893e-01 3.344537013371934320e-01 2.955263048173600304e-01 2.138253496369826034e-01 1.852028458239457220e-01 1.745430847583324396e-01 1.427601054918018475e-01 1.288680841403122279e-01 1.259144511561569035e-01 1.226616304384713363e-01 1.200904658670283731e-01 1.195176617544259495e-01 1.208998381481643791e-01 1.252600776359020229e-01 1.187441390318216689e-01 1.193476158190550640e-01 1.190261857967714332e-01 1.194244754692577598e-01 1.198375840510300799e-01 1.193396444113652560e-01 1.193019448590941084e-01 1.195856336208188375e-01 1.221085855408558241e-01 1.190787882582619445e-01
5.246217004927509198e-01 3.774451347905280474e-01 2.734982936626935701e-01 2.721232934271207160e-01 2.141616328169771433e-01 1.836729248750231802e-01 1.585443980465075509e-01 1.299251436909447111e-01 1.222033872742776250e-01 1.242525852699386535e-01 1.197214366145967490e-01 1.191503348481529473e-01 1.187444382944859989e-01 1.195204054480387690e-01 1.212990789533560654e-01 1.276407131309970355e-01 1.185401519985290197e-01 1.182241811319049291e-01 1.183813244189223235e-01 1.198859375110446213e-01 1.183779758225445011e-01 1.185972405059282503e-01 1.182515299123972768e-01 1.194538687632051011e-01
