5.720434006933756699e-01 4.252682961779246096e-01 3.762249310297876015e-01 3.615127830548748866e-01 3.579021818137719801e-01 3.384403745186664869e-01 3.345461858481726392e-01 3.227266508599051509e-01 3.226452694616236960e-01 3.087711000443867926e-01 2.952818289699045695e-01 2.762679954574217556e-01 2.543628270480375875e-01 2.589588475810255530e-01 2.513607563508885034e-01 2.440914733828795091e-01 2.451602024955821801e-01 2.457325020951936223e-01 2.376810232380346111e-01 2.392803765907567382e-01 2.366647547791058959e-01 2.355615164150752228e-01 2.295896580435423107e-01 2.280034908448130004e-01 2.258149974735395027e-01 2.269571946981027155e-01 2.254931804770616555e-01 2.227251114666105036e-01 2.217054087029596277e-01 2.192143778051096059e-01 2.151159482570096371e-01 2.181413011326832074e-01 2.184116340389712363e-01 2.156776806366638710e-01 2.109415609832874794e-01 2.158989457194345207e-01 2.161677402128477088e-01 2.098715539216696735e-01 2.068862342913939112e-01
9.272383006765920754e-01 9.395319144701297365e-01 9.510289528440348805e-01 9.414420568457284588e-01 9.180614045642385701e-01 9.254132594541466528e-01 9.205354364954414503e-01 9.206527176147404345e-01 9.031050782600409388e-01 9.203988306652255424e-01 9.230865246253137091e-01 9.195277267232568885e-01 9.415472298419568231e-01 9.037468821112376594e-01 9.100656445932518990e-01 9.102408602445117847e-01 8.978974920678346461e-01 8.890866962052206279e-01 8.945418026931257760e-01 8.886088877642703832e-01 8.876032329341880800e-01 8.764692932444890783e-01 8.857380782297877841e-01 8.805039318341952859e-01 8.883450224533093742e-01 8.831963349141025432e-01 8.708907528812086518e-01 8.731387269719701472e-01 8.731567132619711957e-01 8.711769442806329700e-01 8.807479494009613497e-01 8.697344630250212205e-01 8.673945016019752874e-01 8.657071757491340280e-01 8.748539106601773696e-01 8.564602702780943488e-01 8.587569502489101891e-01 8.716468485885318085e-01 8.748614914423018529e-01
5.726996418910176301e-01 4.421337861949724557e-01 4.113454513895474784e-01 3.906402157181121937e-01 3.676868281376682313e-01 3.635121973646239790e-01 3.480569043531455131e-01 3.404930976415075916e-01 3.245400708304079229e-01 3.216988787651790527e-01 3.194472907673940876e-01 2.976913426908245341e-01 2.886651251933220474e-01 2.753815082865686548e-01 2.733614934510681382e-01 2.679251770827805190e-01 2.608771655970766323e-01 2.550438941852565256e-01 2.555250290660863177e-01 2.530461334664963480e-01 2.496307836551467929e-01 2.448214310941937422e-01 2.482385205275137174e-01 2.454347030353231929e-01 2.446524289402129959e-01 2.397221813294568571e-01 2.360180401244168502e-01 2.373957228725950830e-01 2.361165828886132301e-01 2.362339801992391908e-01 2.375392468915236976e-01 2.323016260092095608e-01 2.288031555258766003e-01 2.276821647163436158e-01 2.307881315451347781e-01 2.251883159295391401e-01 2.252344884552184845e-01 2.290499033327139944e-01 2.298021382352343767e-01
5.787007285615014540e-01 4.167751011259925864e-01 3.829820056450783383e-01 3.573665646060302237e-01 3.409779063670153598e-01 3.259951030896877655e-01 3.139591912254283690e-01 3.030883773515551383e-01 2.972335106827672657e-01 2.872400516648537794e-01 2.838423202567227355e-01 2.554205520812420915e-01 2.404968037153212834e-01 2.321941639292357529e-01 2.273977217248066007e-01 2.229931138581748851e-01 2.177241700342600339e-01 2.149388534652335037e-01 2.097268805182564144e-01 2.080656265389438930e-01 2.042982295287738004e-01 2.037343350708498424e-01 2.015631634756204771e-01 1.975055831732670519e-01 1.962249687714966995e-01 1.945029013935215545e-01 1.942281058520858861e-01 1.917432276021183712e-01 1.891805608831558516e-01 1.890614715106577748e-01 1.863124301974364294e-01 1.863989643632629201e-01 1.851549803559756624e-01 1.823518127909378450e-01 1.810732323554395118e-01 1.809763703378635402e-01 1.793786257687205454e-01 1.773258163959638978e-01 1.763459741902348998e-01
5.633281743399478625e-01 4.179645731597597669e-01 3.734501417718751881e-01 3.556411992712633641e-01 3.425735951864884443e-01 3.278875250361653615e-01 3.178022472195348169e-01 3.044669408041014713e-01 3.012854795331222357e-01 2.924477309875300746e-01 2.805956899123472348e-01 2.586689469185621815e-01 2.417086290640442781e-01 2.394485061386168734e-01 2.338652090134286099e-01 2.294337180322848224e-01 2.258813963020612492e-01 2.226908462967515101e-01 2.185502138572242570e-01 2.171859300806852355e-01 2.148431592629821696e-01 2.119730024099879817e-01 2.085155032842416767e-01 2.078878761701083433e-01 2.065322660908535668e-01 2.041286958921064154e-01 2.036804501249664945e-01 2.019028284819421593e-01 2.009486335097776799e-01 1.991452734435610883e-01 1.953554677351994617e-01 1.971056868179268118e-01 1.967101867034720397e-01 1.930914274809387154e-01 1.923520124265529763e-01 1.930973505441454519e-01 1.919183847684703959e-01 1.894527364731436458e-01 1.877439314607552423e-01
5.768632042259138615e-01 4.560636620481649528e-01 4.176322713649396334e-01 4.034593467296146985e-01 3.828313288849589657e-01 3.741362591114035796e-01 3.644300300744104382e-01 3.570543249684955400e-01 3.424619556464816306e-01 3.386118837985538921e-01 3.324008655998544337e-01 3.124026227716279469e-01 3.025503831628155726e-01 2.938250335614790432e-01 2.908149114501105692e-01 2.875721126279620621e-01 2.814875029255262673e-01 2.778347693336741808e-01 2.774902930198505646e-01 2.713733993138167655e-01 2.708296946782048908e-01 2.699010648434450599e-01 2.692184258547177800e-01 2.684268741888665710e-01 2.669574704859637992e-01 2.641121488047378785e-01 2.619485054429139814e-01 2.612532094187960396e-01 2.597817229605053901e-01 2.592075395541853511e-01 2.593327830570854031e-01 2.558203864587779153e-01 2.540872467060411033e-01 2.533930680682344172e-01 2.557974093531606430e-01 2.505474109784243675e-01 2.501558044827152383e-01 2.508385305450361313e-01 2.528465870738558219e-01
5.376626441148306679e-01 4.379228093652838272e-01 4.288445287742370660e-01 3.947784808387124755e-01 3.665665047306176372e-01 3.628812913722790356e-01 3.444915423812970889e-01 3.386124580784638516e-01 3.289162096605087182e-01 3.256348310239624011e-01 3.271240947341885752e-01 3.053547301558677263e-01 3.009959905012764003e-01 2.811855908402227655e-01 2.811500654483976014e-01 2.758828729234568122e-01 2.710438630193582332e-01 2.607659869360774429e-01 2.624416990036411712e-01 2.564475613230261519e-01 2.558794224213551960e-01 2.500871654567639046e-01 2.521691875985176412e-01 2.503038027402457177e-01 2.524775389988146435e-01 2.462657735287477889e-01 2.437418296819723329e-01 2.420837522661625218e-01 2.408378815698946629e-01 2.391649815171333904e-01 2.429625412053332267e-01 2.358327601380001970e-01 2.345939414631696973e-01 2.332363247286652341e-01 2.366401386963851994e-01 2.291537774832703989e-01 2.265011511930974664e-01 2.322244298460319489e-01 2.345072877031274816e-01
5.919813705733469877e-01 4.466240605762530347e-01 4.263859350652227653e-01 3.952174586759201746e-01 3.683232341890633199e-01 3.603158058401631503e-01 3.431369086536276147e-01 3.374732151589557860e-01 3.260933706817630839e-01 3.193106741992211561e-01 3.183669980998111715e-01 2.942575891727134962e-01 2.847949615143636759e-01 2.696385536910532732e-01 2.673856560105351554e-01 2.623502222716200816e-01 2.572719085036462294e-01 2.480128460149955416e-01 2.484005456601227346e-01 2.447752401321418858e-01 2.422913287345770661e-01 2.382136279867678175e-01 2.379585950694259044e-01 2.342657342757042405e-01 2.350366163217630366e-01 2.321987685883243890e-01 2.297207040440021331e-01 2.296676039533166458e-01 2.253657845305304108e-01 2.258238809992856311e-01 2.281311040940413593e-01 2.214820359810333872e-01 2.204090236004419001e-01 2.205953417492657054e-01 2.204575977724234637e-01 2.157440049627082357e-01 2.139322583638093578e-01 2.173882100643991788e-01 2.168230641100857281e-01
6.846492914365243099e-01 6.086316877533655134e-01 5.724305547291990148e-01 5.732855132176432056e-01 5.541603630231179967e-01 5.593666436026760724e-01 5.508604281918234591e-01 5.457251495213137904e-01 5.294515332295223198e-01 5.370054335380070043e-01 5.313068307467259110e-01 5.243555914430616527e-01 5.290077666190148298e-01 5.207806165637446361e-01 5.207412639069138871e-01 5.225090951316883059e-01 5.142348297402263846e-01 5.094371834918535180e-01 5.141255507822388715e-01 5.113310152497543282e-01 5.090230768191696953e-01 5.098449475284507759e-01 5.117280064178543197e-01 5.141410358986375773e-01 5.123637619325948078e-01 5.137555459205818131e-01 5.091135223856100289e-01 5.098443481124046439e-01 5.100263886429257099e-01 5.103124662671015832e-01 5.112405711799056229e-01 5.084631906655621147e-01 5.069804791566132618e-01 5.072893807227082386e-01 5.124812758882668629e-01 5.095236589951182005e-01 5.065755830483839040e-01 5.131563203425871800e-01 5.137574528793741324e-01
4.907896768055426961e-01 4.176511022306052534e-01 4.098146972735170479e-01 3.805224116520598554e-01 3.509666222758258680e-01 3.466958002859443222e-01 3.322474918748719031e-01 3.271642745798405971e-01 3.126583061838535404e-01 3.137097862937670567e-01 3.173465444034062610e-01 2.970731798456032191e-01 2.962909951480013349e-01 2.765365271402498992e-01 2.753105718692605564e-01 2.753649801331411462e-01 2.658072682331177328e-01 2.592220852261457043e-01 2.625653324855549142e-01 2.548750690472277869e-01 2.553311924373101172e-01 2.506753822732972203e-01 2.529987430290058792e-01 2.509215914335899966e-01 2.507651943444836884e-01 2.469349781593306870e-01 2.438973309673837242e-01 2.447440757359897190e-01 2.423098153836622803e-01 2.417719252185795420e-01 2.434476560761396624e-01 2.381574811483601894e-01 2.365811980271982640e-01 2.353311759922409596e-01 2.407993049210890302e-01 2.306489568726307615e-01 2.296608288294411104e-01 2.351788113165682592e-01 2.359863205972358435e-01
