5.313916473454384226e-01 5.133345261012229876e-01 4.702431547034702231e-01 4.650997951518952567e-01 4.516032044160159242e-01 3.960525070086706179e-01 3.945945601924109036e-01 3.844859781932531417e-01 3.803244328264912544e-01 3.513641032847308887e-01 3.393109602262631141e-01 3.402238991846603944e-01 3.204807318109471614e-01 2.988540530941416473e-01 2.958244213995809835e-01 2.715639590967000583e-01 2.639816275418356284e-01 2.366388458671589146e-01 2.501840649893596336e-01 2.337612420387238377e-01 2.143154904706430219e-01 2.118666510635873745e-01 2.072541084780755438e-01 2.027912663380796177e-01 1.772541520230204726e-01 1.747983285344883730e-01 1.615024346253374210e-01 1.638481911725258588e-01 1.524312225919299824e-01 1.509250771793831380e-01 1.466482011173497746e-01 1.432967522346139666e-01 1.390021418114743557e-01 1.424819687405073088e-01 1.346676448902711931e-01 1.420188532063605402e-01 1.347193503427011052e-01 1.360191423811892841e-01 1.344866286861149951e-01 1.328762225518414497e-01 1.300958474550263366e-01 1.318874080089426637e-01 1.314804499799317461e-01 1.282178568696951959e-01 1.287237941970003630e-01 1.291527359140920150e-01 1.278192212476375045e-01 1.286757446129433990e-01 1.277912832251144881e-01 1.267654390025419742e-01 1.265823186026448499e-01 1.268678387123926554e-01 1.267214304423187610e-01 1.255185163967733053e-01 1.249061358651445131e-01 1.243750613125857857e-01 1.253560753285357654e-01 1.424492375087795526e-01 1.521889752225826786e-01 1.448814381230523751e-01 1.526628971460748385e-01
5.027608439131530105e-01 4.790942976995002933e-01 4.763512870824944678e-01 4.333785703160443759e-01 4.158649015467377197e-01 4.070390454704428951e-01 3.978216583427451325e-01 3.742790737123268818e-01 3.652990557616028755e-01 3.603963958795010081e-01 3.478440203334268177e-01 3.359604201639405097e-01 3.248485279035874806e-01 3.084037350379331688e-01 3.081642002940047087e-01 2.759933860206890688e-01 2.770953789558636693e-01 2.343071853038884433e-01 2.402628677888701270e-01 2.122973311070294467e-01 2.207747662243426667e-01 1.980184492320068435e-01 1.945527193360360174e-01 1.850367682888260090e-01 1.831591031399702751e-01 1.885456204535685409e-01 1.732547499714141293e-01 1.647540531390906671e-01 1.562747439781233538e-01 1.504461059484416552e-01 1.470858790927150328e-01 1.430073566995748169e-01 1.391124365573747357e-01 1.398932839410876872e-01 1.372222660135430650e-01 1.317283177405553229e-01 1.333594180547494346e-01 1.310850614076475018e-01 1.326368563491440167e-01 1.292926672828557944e-01 1.274616462648066884e-01 1.270205507764828601e-01 1.285846256316554026e-01 1.279925817185423031e-01 1.272617789557033419e-01 1.270420382167196938e-01 1.293529485639116072e-01 1.260097099472022308e-01 1.294665639555984959e-01 1.271731788575155009e-01 1.257147707646391888e-01 1.245318813738056363e-01 1.251694511929696829e-01 1.241638613611274200e-01 1.245508647689178156e-01 1.244087482224131153e-01 1.235649612075726822e-01 1.245686166529563349e-01 1.238006534353993243e-01 1.248402276727176990e-01 1.232396199707572748e-01
5.235483352522536382e-01 4.673708607773501278e-01 4.524121764687314418e-01 4.854937019204284554e-01 4.350992423021071143e-01 4.299529807909418522e-01 3.892034791252870773e-01 3.641115844937191093e-01 3.775625801841158702e-01 3.551652604167960248e-01 3.388690290232922453e-01 3.159274313012860880e-01 3.192834669193277963e-01 2.928490745427146935e-01 2.863388444530221011e-01 2.734722488664906859e-01 2.621597976685807185e-01 2.635440858883566495e-01 2.537302663975923855e-01 2.428341956777284871e-01 2.228379721466472729e-01 2.076185816973420695e-01 1.933320121105129574e-01 1.871982015807870381e-01 1.810679690182122048e-01 1.751140376182442338e-01 1.671554198375942990e-01 1.605333306350898437e-01 1.546789221120972446e-01 1.569093072689925483e-01 1.537906984373993424e-01 1.444059030227387297e-01 1.434390348929095171e-01 1.405103925282367994e-01 1.386374211641217824e-01 1.380647465967511922e-01 1.376656997198811294e-01 1.351634896230570759e-01 1.355426154627352442e-01 1.330317078783984641e-01 1.314222487378394477e-01 1.294421917817213386e-01 1.313752426739547008e-01 1.293441218650692448e-01 1.299514770394918362e-01 1.310320008500695521e-01 1.281046994063892996e-01 1.277704919182450216e-01 1.283969526339919232e-01 1.272975999443936579e-01 1.272741339250360593e-01 1.271807864212677608e-01 1.269233661654337597e-01 1.269341829321844195e-01 1.261980221275183778e-01 1.262607535039048934e-01 1.257069615501867355e-01 1.248957958990222217e-01 1.270457414493859627e-01 1.246212474329000258e-01 1.249255574332051727e-01
5.610084070073015905e-01 4.799355241348032819e-01 4.601504034770590446e-01 4.150347957136541477e-01 5.071452243044999308e-01 4.335093632693877708e-01 4.194814124996926741e-01 3.893349371888116806e-01 3.750246723154684325e-01 3.634532551535576417e-01 3.258744019224460442e-01 3.105390270585080548e-01 3.010350447944106778e-01 2.967799120228319931e-01 2.783784571340418568e-01 2.612860506714113074e-01 2.596556841290055817e-01 2.493692867425913451e-01 2.194168180900245846e-01 2.077635541039614120e-01 2.122776796783637787e-01 1.953968412875365102e-01 1.840703958643011562e-01 1.737699112330619577e-01 1.677980974485134003e-01 1.614804535858568035e-01 1.581458649627654200e-01 1.525276793792295638e-01 1.490180375654681366e-01 1.572661755855649657e-01 1.571465517679113688e-01 1.485779585129523295e-01 1.478277933869693861e-01 1.447211316369178546e-01 1.381135380009650415e-01 1.363689282003811287e-01 1.322402769864537975e-01 1.312425337411373405e-01 1.327211105407253844e-01 1.412290597088849131e-01 1.347819490132120823e-01 1.310720407831998391e-01 1.310927932940199603e-01 1.286633823478386951e-01 1.280791399297107058e-01 1.266173858308465294e-01 1.255413799240523431e-01 1.251807176762231300e-01 1.255655404345873694e-01 1.245526969472588591e-01 1.252335913036596582e-01 1.259385579112535791e-01 1.236518746766681887e-01 1.249734776490881161e-01 1.245111457386264553e-01 1.244841835231663835e-01 1.245681417256508799e-01 1.241155154607831157e-01 1.240114497271814220e-01 1.233392322860795837e-01 1.256688656426012685e-01
5.688580018847236852e-01 4.572535263545398077e-01 4.744103547260939413e-01 4.649354084923932318e-01 4.262021398667388827e-01 4.024127447711212113e-01 3.787911077856455089e-01 3.660800890974220678e-01 3.492787602002652148e-01 3.481130023734687051e-01 3.322591135991370681e-01 3.243876885754040651e-01 3.113138506749801304e-01 2.881306955812014681e-01 2.776796987479456802e-01 2.676766697477838686e-01 2.490119269047106898e-01 2.392251200623919383e-01 2.477350588930285202e-01 2.216586941059080496e-01 2.072847339265334043e-01 1.971841106512791653e-01 1.908920739887945417e-01 1.823524240414294284e-01 1.649885069135098858e-01 1.619126747230673624e-01 1.538768758005271686e-01 1.540385584827420051e-01 1.422154231315119199e-01 1.399584272972623500e-01 1.361400252062091032e-01 1.355929260155750993e-01 1.340924701185256807e-01 1.313151113860269448e-01 1.313899875593989297e-01 1.297336810772366789e-01 1.310440819236493859e-01 1.296656183836943643e-01 1.449779134641414058e-01 1.706770340485838922e-01 1.602998006302432943e-01 1.519131866628025407e-01 1.558118646699344356e-01 1.578034943352706887e-01 1.489390580495496552e-01 1.411379568845458898e-01 1.371570195391337843e-01 1.318148035215037372e-01 1.298094265334253095e-01 1.300037297208722908e-01 1.276011175559584598e-01 1.276006874119217371e-01 1.250933453715399046e-01 1.269685681765839735e-01 1.260505231231329737e-01 1.253365747257579321e-01 1.246962072194876259e-01 1.243849630744808116e-01 1.246382066907554681e-01 1.246470629493879601e-01 1.245706742533259359e-01
5.225327999718871741e-01 5.498030546415324515e-01 4.500848208894479008e-01 4.689905904090876931e-01 3.884583278058350575e-01 4.664482742524843073e-01 6.294008133139678662e+00 6.204498387321000230e+00 6.033619700863108726e+00 5.974162176202593599e+00 5.892171906483647525e+00 5.799136757843051271e+00 5.729461352857459389e+00 5.601127207351193960e+00 5.477352032487734945e+00 5.443945032465725475e+00 5.391340064685658184e+00 5.327013794179475070e+00 5.104878335375358844e+00 5.046845991946359078e+00 5.029382492587184394e+00 4.997030805848008406e+00 4.759843959971391314e+00 4.815373362892450437e+00 4.659253880134830439e+00 4.647666838574706638e+00 4.476991209524751270e+00 4.553893779943977371e+00 4.369980866967225097e+00 4.202786758094282149e+00 4.172793310593884364e+00 4.492439475455859643e+00 4.348794451309181852e+00 4.309961383818622593e+00 4.269846491021658252e+00 4.243698406359344588e+00 4.157832056980639734e+00 4.123952789222617987e+00 3.959078822591892255e+00 3.874837844792966113e+00 3.947402374549932258e+00 3.806369332544136785e+00 3.830177364913470939e+00 3.843887328434343331e+00 3.698088607344790280e+00 3.688068386693756473e+00 3.603324928017261453e+00 3.528417061722142645e+00 3.475019117408225000e+00 3.408112422891524051e+00 3.367079920772502621e+00 3.351793853251639810e+00 3.294434667078897760e+00 3.148362799253696664e+00 3.141388397823436929e+00 3.084646967776190074e+00 3.094420500689438747e+00 2.974690056505859381e+00 2.905996990367209598e+00 2.925302528565330018e+00 2.836813706983947636e+00
4.972325048144380921e-01 5.264298911498589417e-01 4.719211736789269973e-01 4.570327704517547773e-01 4.079922931018873378e-01 4.375592449464037470e-01 3.952705866498330556e-01 3.611340436915117524e-01 3.536714592712140726e-01 3.800221052392305232e-01 3.480046564375474105e-01 3.425385633698372345e-01 3.210686184650776709e-01 3.080693517553148020e-01 2.956325166591006193e-01 2.741483981713993545e-01 2.683430887156898481e-01 2.404273391822267791e-01 2.428435862856565264e-01 2.384695425258721857e-01 2.409925434979667269e-01 2.179516896611194965e-01 2.208163960771065970e-01 2.005818343197415532e-01 1.774802945698925327e-01 1.780948897696934818e-01 1.708473270242699127e-01 1.638416919405746852e-01 1.627456528344994879e-01 1.483893388531845603e-01 1.479368038826902876e-01 1.445883353042269892e-01 1.419595636484723700e-01 1.396592224804957261e-01 1.388493752048372276e-01 1.369053095691779576e-01 1.370813134462214034e-01 1.338405338566469316e-01 1.343545494625051906e-01 1.352397123505708898e-01 1.448210736643780194e-01 1.374582978796135002e-01 1.355467787753274478e-01 1.342908841150115551e-01 1.330334452573298798e-01 1.342268619091161463e-01 1.315701752798926205e-01 1.308800170930831119e-01 1.337150062749934143e-01 1.304687396069829641e-01 1.297116418955887029e-01 1.284618221714658171e-01 1.283149938742719209e-01 1.274424310102396096e-01 1.278232963074300566e-01 1.277442430551604113e-01 1.281930032850239765e-01 1.263548690760450677e-01 1.265024274197222576e-01 1.269584799741852454e-01 1.267978456121113817e-01
5.528208072672962103e-01 4.962903306808384429e-01 4.684166386833459317e-01 4.307650437234839536e-01 4.165714805135490861e-01 4.120688127942049861e-01 3.979091805079472688e-01 3.812429677539491135e-01 3.607820466109953328e-01 3.777463417954352032e-01 1.553438809592637471e+00 1.314055054201647810e+00 1.315678883563851320e+00 1.247476111845623237e+00 1.215264067361751410e+00 1.161293877239585548e+00 1.229043786264684801e+00 1.334028289678212076e+00 1.307151526088207394e+00 1.293657165564112255e+00 1.255535805867471044e+00 1.239078145478252457e+00 1.275109343899419656e+00 1.222153015821662914e+00 1.539823714861938475e+00 1.371413759579262148e+00 1.228441732132060427e+00 1.250679279582550540e+00 1.237012312255983737e+00 1.247333565553334855e+00 1.134964434121066512e+00 1.161825558772728417e+00 1.111729809853350126e+00 1.090861219209129818e+00 1.109775517882364726e+00 1.136549114381449899e+00 1.062245298126575310e+00 1.147319796672314762e+00 1.122194023246175565e+00 1.104590784357182054e+00 1.072209988999450303e+00 1.049642928182624946e+00 9.610283188947625899e-01 9.356255571944553928e-01 9.788754581201635219e-01 9.442691132280964794e-01 9.056496356564843753e-01 1.562881396615698693e+00 1.915238874942097880e+00 2.045990616499418380e+00 2.042632538946998810e+00 1.888693621912995280e+00 1.859266230297856204e+00 1.913207148705015737e+00 1.756870391954577171e+00 1.824148329881639441e+00 2.662384038633301309e+00 2.772463806326352476e+00 2.706049840087318081e+00 2.656812486253824268e+00 2.534515384233320123e+00
5.319696601710932615e-01 4.935181400401885132e-01 4.657598625502547551e-01 4.403813862879075169e-01 4.177055233158887271e-01 4.091463362027575323e-01 3.848141548163978021e-01 4.055488962440235712e-01 3.832516519183158943e-01 3.607827005981780188e-01 3.264738724540137138e-01 3.124374363412095734e-01 3.126697986273654362e-01 3.111415009581942615e-01 3.049119595701020868e-01 2.967824101650322621e-01 2.523890581148869328e-01 2.519229607455304443e-01 2.732835174079192853e-01 2.441816754766212572e-01 2.459471648578863967e-01 2.196218831734067789e-01 2.079402125073857577e-01 2.005675117647873484e-01 1.958537492883343500e-01 1.816176633123370021e-01 1.848509539926592449e-01 1.626274578059743459e-01 1.539130088795716278e-01 1.571715759037890514e-01 1.507268172882119117e-01 1.465955342682536133e-01 1.446553477669149101e-01 1.446071365908584705e-01 1.437876718805220499e-01 1.376925571499265644e-01 1.374517547639017567e-01 1.370317351126141558e-01 1.307777088947439936e-01 1.323698270807483479e-01 1.306960102759369136e-01 1.303844367014820316e-01 1.299825835472956659e-01 1.293644069675610186e-01 1.278740795183470613e-01 1.268671385748213476e-01 1.270213849440477438e-01 1.278203238688153387e-01 1.264321345325385981e-01 1.253465030842781935e-01 1.247694149243003259e-01 1.258839948546849885e-01 1.251256622562050280e-01 1.252445375097230584e-01 1.238921644966646529e-01 1.249941900879804474e-01 1.249914702757774915e-01 1.242837730510316097e-01 1.240793116093926174e-01 1.247232355676625992e-01 1.239503608588815170e-01
5.207640575457177512e-01 4.675600653635005877e-01 4.581668682878018428e-01 4.486025628627151041e-01 4.229336634287853558e-01 4.279836894442548001e-01 4.104006356054547000e-01 3.699208780851469536e-01 3.513880666835786926e-01 3.410134540694841343e-01 3.392995327141962170e-01 3.206791902291057927e-01 2.878135573163130845e-01 3.311843156203939098e-01 2.639694976578468855e-01 2.833749864788913109e-01 2.559888237047374115e-01 2.617649119913689759e-01 2.584285147082075462e-01 2.296218829529879657e-01 2.158737054456979221e-01 2.130868680232397006e-01 2.027896869475714903e-01 2.004939635701247225e-01 1.823478617856642559e-01 1.746241741229021815e-01 1.691632085210116043e-01 1.620583171689694291e-01 1.614075714418691798e-01 1.526113758916383123e-01 1.448892600731480906e-01 1.446032054828774727e-01 1.422506272225240176e-01 1.399521643562846307e-01 1.382034045613054762e-01 1.355743717601956555e-01 1.339007733512974918e-01 1.369350513095917710e-01 1.310521216458276350e-01 1.323312191123880988e-01 1.287161490068379210e-01 1.305145188521954214e-01 1.290543180497198406e-01 1.278474186375470611e-01 1.268294483482377832e-01 1.280720349988515028e-01 1.258125901512540668e-01 1.331409822795767417e-01 1.288172663555735842e-01 1.265671940500031067e-01 1.258092485144324812e-01 1.263631214630503430e-01 1.256084348219014823e-01 1.248614874732871249e-01 1.342976908084513310e-01 1.294908626462535073e-01 1.262340845811754098e-01 1.259951804730176372e-01 1.268442028082657491e-01 1.260533981896423961e-01 1.387411877562338136e-01
