4.978094701958172275e-01 4.964968722164872506e-01 5.273652829322835744e-01 4.369124578267143399e-01 4.800451138400264606e-01 4.631540185578251756e-01 4.613682447517263863e-01 4.574795895610557217e-01 4.592933903410578722e-01 4.489339791970251015e-01 3.997429585876549063e-01 3.914704104646344884e-01 4.029478183712071893e-01 4.003931278682493766e-01 3.628924836606737814e-01 3.951644287727012483e-01 3.364829488650205036e-01 3.668181684759161953e-01 3.933834973626705311e-01 3.579655630709166481e-01 3.509586720930552572e-01
5.326646881898228214e-01 5.231843809572711557e-01 4.707366343143280507e-01 4.453480542637833772e-01 4.705361822878111333e-01 5.235034769643496233e-01 4.400047309085458602e-01 4.466945162332394137e-01 4.376214989999984151e-01 3.868312570658810068e-01 3.956239357125557188e-01 3.914982501750906008e-01 3.541261903577860304e-01 3.585270135224641330e-01 4.044564757820990342e-01 3.628848521586106046e-01 3.532782639702501948e-01 3.134736137492978303e-01 3.527999660508026047e-01 3.495506194671882394e-01 3.280314590920396234e-01
5.352880120551178900e-01 5.763305129160096740e-01 4.658175771244211782e-01 4.588926973599600223e-01 4.582179803072601865e-01 4.872806470113249522e-01 4.338529818934726556e-01 4.516702654378449422e-01 4.423530457795913917e-01 4.325879392437459448e-01 4.041075158426887248e-01 3.919746642052198693e-01 4.136382430542451805e-01 3.746053372477601839e-01 4.233950536064453041e-01 3.522671006872591937e-01 3.412478117579237913e-01 3.548656766029644194e-01 3.705364198759552030e-01 3.310993322620214840e-01 3.701222493156289817e-01
5.688476517637808261e-01 5.311115298128061823e-01 4.675009732056895628e-01 4.757320267897960364e-01 4.569802874613801968e-01 4.460859199662732255e-01 4.337654737952791328e-01 4.269348737502871027e-01 4.175336292320852016e-01 4.192564609399989650e-01 4.155858649796982940e-01 4.283237145844265292e-01 4.042611863267208672e-01 3.742219783646235087e-01 4.274278991177450915e-01 4.016977657781794497e-01 4.016731407167850598e-01 3.451052925790974446e-01 3.618328438669038416e-01 3.694342782270861880e-01 3.607841601403353193e-01
5.155161225306046369e-01 5.809096606767735205e-01 4.756692854302175255e-01 4.295861260782532498e-01 5.083774384285428827e-01 4.743592940998326846e-01 4.321261304338183673e-01 4.298387111001172878e-01 4.247701002316385810e-01 4.086268640514614803e-01 4.074991630673738263e-01 3.996444475351331738e-01 3.936261831287494184e-01 3.797449401289419435e-01 3.503222513024759066e-01 3.587747760122408369e-01 3.879091705792019895e-01 3.716101285961228573e-01 3.371432126211453273e-01 3.672975883605270608e-01 3.309850433981110784e-01
4.667949588799260030e-01 4.769861864596755541e-01 5.542236633312438432e-01 4.868645355079745385e-01 4.933469063461218829e-01 4.397343741297906061e-01 4.202041510931671664e-01 3.966855976297605224e-01 4.941013716262238620e-01 4.199470764172396064e-01 4.054445789829765334e-01 3.958882907316271793e-01 3.718926935623604324e-01 3.614128639193805448e-01 3.811551333824710341e-01 4.265878101352577612e-01 3.629253670263045684e-01 3.253414567964455495e-01 3.700050052152304425e-01 3.773886250523060815e-01 3.688522314953320280e-01
4.690866147476943082e-01 5.641053719857422877e-01 5.244494835912065778e-01 5.049737601014762101e-01 4.545039765538769205e-01 4.457887921043559021e-01 4.431703353208873986e-01 4.486237727796272279e-01 4.544495909643673781e-01 4.313817618881187754e-01 8.414573816459605116e-01 6.332746154316892806e-01 4.250147150273985153e-01 6.244584935947571358e-01 4.668190633097269449e-01 4.059886231956185143e-01 4.228277765917261011e-01 3.989975417255435808e-01 3.847471445185099981e-01 3.841010729894525078e-01 3.427035452030361418e-01
5.156200596486411047e-01 5.408635730192622448e-01 5.979099672646839281e-01 4.578814790186753747e-01 4.144884719178769661e-01 4.336633188590464094e-01 4.906080398898138295e-01 4.155904900478454844e-01 3.997373271565148878e-01 4.036559233193227625e-01 3.830574209888438220e-01 3.789616867739669659e-01 4.141083060503910063e-01 3.848846608560282379e-01 3.832024505961370009e-01 3.636995115827082459e-01 3.792713109853341202e-01 3.429454661092833923e-01 3.594143066368405970e-01 3.574539384793440355e-01 3.202553691560467986e-01
4.961789265344531685e-01 4.403262969371753988e-01 4.706816819174398647e-01 4.721481508801148586e-01 4.840161789334767040e-01 4.270743768165687904e-01 4.133216718305119386e-01 4.522739559930391007e-01 4.148617627140949171e-01 4.200032432065321508e-01 3.923531505089507543e-01 3.992047281244435752e-01 4.496218044100874778e-01 4.101964688685673655e-01 3.491404978892849731e-01 4.019885309853823974e-01 3.420319506475750226e-01 3.337199680554621684e-01 3.419342273540639243e-01 3.294277857945258070e-01 3.216671442682524917e-01
4.315315273220049486e-01 5.053460196725839682e-01 5.153124303848586329e-01 1.109844102034067470e+00 8.249293629227881786e-01 8.065471852498481420e-01 5.837954258039148581e-01 4.977918173652496336e-01 5.147336181260591115e-01 4.390707658603341668e-01 4.106116882315547501e-01 3.932603896356513529e-01 4.059494303788060421e-01 3.927889182663076850e-01 3.944753673401802940e-01 3.949974131940029998e-01 3.600262451210538006e-01 3.928161754021214924e-01 3.556497914729379595e-01 3.885592302339037629e-01 3.545308083660790865e-01
