5.382309145077176504e-01 5.080125057695542568e-01 5.183183111409100929e-01 4.293846728890765574e-01 4.099906541950843475e-01 4.163954563690049904e-01 3.721386135182218613e-01 4.061572214303212913e-01 3.762999173162427380e-01 3.731848265791902763e-01 3.293829209608519770e-01 3.962753458193643552e-01 3.163062444349436508e-01 3.293287987033419184e-01 3.407425497996733887e-01 2.629969634340165174e-01 2.985582219558821082e-01 2.519480591403537306e-01 2.822770680585454661e-01 2.459946138494075174e-01 2.220258026495376957e-01
5.628962029902863096e-01 4.835708039201859765e-01 4.453677783869069984e-01 5.087786655060995145e-01 4.917753673514110857e-01 4.027827522208223265e-01 4.385791991521615918e-01 4.092455477117690199e-01 3.775313993052019090e-01 3.686942163763593516e-01 3.511135686007920143e-01 3.682920598621729491e-01 3.281904467998052466e-01 3.202438774585400494e-01 2.981933239821383808e-01 2.980597205965021534e-01 2.875528211651403598e-01 2.824247167036121886e-01 2.410197426655878439e-01 2.523396225280324368e-01 2.324059842660247399e-01
4.521706072303772750e-01 5.350958044065253771e-01 4.372462760285041883e-01 7.014408036215352693e-01 6.406950596004645782e-01 6.863530870101072212e-01 6.816678893592632571e-01 5.226210320640831686e-01 5.586305716228243679e-01 4.586246317452508103e-01 4.215317775751484253e-01 4.184423583094133980e-01 3.690277508671955808e-01 4.145582196071214143e-01 3.349281575079126605e-01 3.321075013899140727e-01 3.288824544630304381e-01 3.364547073426384372e-01 3.051295293453717972e-01 3.235731657681580331e-01 2.901450543755131894e-01
5.094133402953060497e-01 4.641752767789235623e-01 4.786386628993295478e-01 5.647645243052834552e-01 2.518635303256918867e+00 2.358137252600275957e+00 2.659802160481490318e+00 2.587196548178859246e+00 2.707912776794487719e+00 2.574179066700808427e+00 2.551712980364150063e+00 2.266385704750915497e+00 2.410083100293162417e+00 2.290199275549417823e+00 2.373152011863325139e+00 2.046919713424144138e+00 2.299067448102213973e+00 2.215441755797706413e+00 2.057478818018513955e+00 2.178610156459952485e+00 2.072418281637359971e+00
5.999202725031337335e-01 4.920983823611475572e-01 4.632045570717973071e-01 1.424498179650892871e+00 1.422459124219002113e+00 1.621255644160543241e+00 2.037714604935080942e+00 2.010908561549532347e+00 1.888592208689425789e+00 1.988015690700939864e+00 1.788910367911848542e+00 1.759457062596067711e+00 1.860984564345597114e+00 1.657400731034278207e+00 1.810022482052587645e+00 1.865968657201597214e+00 1.804600137244769309e+00 1.904428570603400317e+00 1.998012321546491776e+00 2.056703387795157489e+00 1.915439575905775627e+00
5.175078319360019163e-01 4.531670271486545332e-01 4.678883732960727460e-01 5.052706599109549890e-01 4.799116306195726489e-01 4.393217953034057599e-01 4.552783951548939889e-01 4.015671717033540977e-01 4.006767092147710541e-01 3.509139896886521726e-01 3.472675015818511568e-01 3.334715356644168960e-01 3.913375331489797326e-01 3.346126122702660632e-01 2.981398698582488627e-01 2.890505180650980721e-01 2.970577160013129769e-01 2.772897475022388369e-01 2.504469208169434191e-01 2.418025223778095256e-01 2.380493176112049858e-01
5.133307469187677885e-01 4.847761684131015603e-01 7.014219449385071803e-01 9.406208436648279658e+00 8.990426636762965273e+00 8.979718280817069243e+00 8.674368182851779352e+00 8.869314164437087200e+00 8.461013507721238724e+00 8.181053821624935551e+00 8.135436327737455287e+00 8.157459624120996011e+00 7.694463495012697329e+00 7.768284348136155870e+00 7.542686214496574948e+00 7.296874114344731765e+00 5.627796543107498906e+01 5.527067610187023661e+01 5.422463380517729803e+01 5.339248303774675009e+01 5.241493332860313359e+01
6.157359532234242261e-01 5.600706227047402841e-01 4.525204082265876226e-01 4.763304197041683397e-01 4.302527600832951049e-01 4.199809970811479998e-01 4.182614743812677061e-01 3.746670939696207236e-01 3.880169645715835225e-01 3.345265460957214110e-01 3.595134635149230262e-01 3.704210812653589424e-01 3.254744129632623495e-01 3.313787157659685567e-01 2.947960033138474767e-01 3.000209564745668911e-01 2.643820553751166647e-01 2.629953874105382949e-01 2.639095895943075476e-01 2.462151457423686074e-01 2.341077475373494199e-01
5.639771982294478070e-01 5.369127423971801205e-01 4.606671406522209744e-01 4.784541234673970744e-01 4.522657337517840270e-01 4.684647121749575538e-01 1.303321547345591025e+00 2.517596594110917074e+00 2.288698095903399565e+00 2.235783424669527175e+00 2.204113669650335616e+00 2.394771355229084353e+00 2.518791607472841143e+00 2.385972783596322699e+00 2.269466793100281876e+00 2.528972292960176560e+00 2.220738048156587041e+00 2.194671174699177829e+00 2.226149362889179084e+00 2.215365912784443836e+00 2.208812402768115302e+00
5.995751057920228888e-01 4.629151622856340076e-01 4.723442226522472920e-01 4.670824115453831582e-01 4.232918683959098760e-01 4.392687661270075483e-01 4.108326042229099029e-01 3.750402413668696977e-01 3.509486802041362208e-01 3.354327095449853857e-01 3.097517331006942598e-01 3.475356949322099265e-01 2.893435479965762447e-01 2.829430121446135371e-01 2.722593069730700477e-01 2.810380063290894292e-01 2.513924061373447039e-01 2.560358877306687098e-01 2.372016981276325875e-01 2.112911061105415267e-01 2.299679554225036171e-01
