5.373329857985595925e-01 5.084518900435892608e-01 4.992567601654803733e-01 5.111324267858534665e-01 4.582775075155847144e-01 4.489292813195781551e-01 4.073070396653232783e-01 4.483844271501478684e-01 4.224018730676132871e-01 4.335763137160901781e-01 4.092505845211736326e-01
5.603669681688505655e-01 5.054576754977544439e-01 4.660425600564640503e-01 4.561178818437098825e-01 4.438394039468355756e-01 4.678404147214771380e-01 4.334353543480888304e-01 4.317078907786607855e-01 4.067144864881992450e-01 4.563464999699126667e-01 4.079326919043973487e-01
5.142865386856225740e-01 5.951325909083821086e-01 5.025626326546527300e-01 4.546194413856772254e-01 4.338765211134001376e-01 4.158432391654515170e-01 4.498381771268345486e-01 4.518034708886982664e-01 4.336858284272518960e-01 4.276290182592171751e-01 4.010564951575248949e-01
5.166656570541201532e-01 5.338153449764909686e-01 4.805882941987917878e-01 4.517305958081014317e-01 4.604065778574066292e-01 4.872570022934754053e-01 4.734385531428266236e-01 4.282390932083218194e-01 3.962364382246589822e-01 4.034697686526840243e-01 3.934704369855543948e-01
5.640290809194788979e-01 5.018922583496745471e-01 4.555325220435457734e-01 4.738146967128491482e-01 4.482715718023755347e-01 4.843234747428283304e-01 4.324687139915996958e-01 4.273871635579221673e-01 4.210039954993169964e-01 4.023821540141662711e-01 4.261544326132799543e-01
5.175395002104465902e-01 5.688685227856054016e-01 4.994844118195334026e-01 4.613077922023735011e-01 4.521614301791103130e-01 4.698802043177892629e-01 4.572404163263725230e-01 4.398846741671824656e-01 4.087025034948273960e-01 4.179241328008712064e-01 4.197984341396545638e-01
5.576201488818633978e-01 4.953634135123441973e-01 4.743058273754021115e-01 4.545105291767660982e-01 4.735417661166724246e-01 4.464987940424110513e-01 4.576460085493353480e-01 4.379482078169113501e-01 4.042014723298381629e-01 4.109865190189783690e-01 4.246565441006311392e-01
5.608993134522481938e-01 4.747560358347798770e-01 4.642307587223295506e-01 4.499532234785620921e-01 4.374050121300384064e-01 4.414584103768551260e-01 4.424704100974930499e-01 4.512191899867386002e-01 4.145795952941895846e-01 3.886843331625737807e-01 4.040296769491555362e-01
5.164277329875399669e-01 4.647722918827618122e-01 4.791487601620393333e-01 4.833288112709534512e-01 5.365415620929300244e-01 4.342606739533795834e-01 4.556126159051656077e-01 4.709296429210169666e-01 4.539391475847338042e-01 4.080990997611559923e-01 4.501212722106646136e-01
5.686380338052208216e-01 5.072947941676092531e-01 4.769714518397231151e-01 4.505501346109722638e-01 4.274805003795871805e-01 4.414807375543059464e-01 4.495228104297467331e-01 4.396051677002293379e-01 4.444503601647764035e-01 4.345171642389249467e-01 3.994322910719303454e-01
5.293749381041388258e-01 4.786377652594208110e-01 4.791663164548748410e-01 5.231922908002448747e-01 4.423143764931476984e-01 4.243474613998113321e-01 4.474612143787919383e-01 4.399046924272975168e-01 4.195040309096133013e-01 4.154805186528548466e-01 4.398628000034820462e-01
4.777897538550630596e-01 4.732684582531493378e-01 4.894993378480971824e-01 4.716702283121320116e-01 4.651019312578866804e-01 4.506373279302752222e-01 5.487409950991712915e-01 5.131678644126869138e-01 4.835678837374502437e-01 4.798843366899933072e-01 4.182254481550953251e-01
5.543678479408120641e-01 4.959393472336532382e-01 4.887464299924857425e-01 4.583086904582500121e-01 4.323945457501290890e-01 4.428880085797104460e-01 4.324747752822167834e-01 4.096822747046768853e-01 4.329630824027232983e-01 3.960327929121301715e-01 3.835767931776394302e-01
5.475242119153591602e-01 4.870251487659996159e-01 4.651771020945123514e-01 4.570058443282848937e-01 5.502717256536060475e-01 3.983615216447524698e-01 4.325909458692478449e-01 4.060983852171479724e-01 4.025182892969029758e-01 4.111128265468901866e-01 4.153662694462128546e-01
5.768483115825877583e-01 4.636791863478055276e-01 4.729191775741786730e-01 4.739141018293010488e-01 4.633341524061395100e-01 4.713669424726108503e-01 4.342829854413516877e-01 4.351255815278659567e-01 4.478012281823029461e-01 4.083674874476013739e-01 4.005896988144435622e-01
4.745010515178615940e-01 5.426688475751139107e-01 5.129373439786291122e-01 4.899609190490691879e-01 4.548656067876407638e-01 4.310509635329491940e-01 4.204890947491322084e-01 4.498591989797169344e-01 4.101474020400119325e-01 4.145812804190338596e-01 4.016278451904980451e-01
4.799971428032980270e-01 5.421821408944698106e-01 4.831438486033217128e-01 4.417149682766458030e-01 4.606493128479636767e-01 4.254641645178626197e-01 4.502565290870645387e-01 4.102753865896421881e-01 4.264063276450069107e-01 4.193854803262233588e-01 4.123923261509531146e-01
5.847689263953215200e-01 5.055618415378245745e-01 4.771277322974262769e-01 4.553643311714954400e-01 4.694809340690669908e-01 4.781848601766126583e-01 4.196886001350694229e-01 4.400654001133395554e-01 3.985225443245903332e-01 4.093512516856994132e-01 3.968168120548798972e-01
5.621333248978854780e-01 4.775049748279617257e-01 4.770385811804356280e-01 5.154403967398168973e-01 4.319661912367381285e-01 4.495325385543922359e-01 4.177566273924380735e-01 4.633277475289296343e-01 4.664749583512453057e-01 4.696247992799722493e-01 4.423428986932985141e-01
5.587668577235666012e-01 4.776314079552989589e-01 4.655239441644740128e-01 4.697603113166614053e-01 4.709058403981781216e-01 4.621835140667658881e-01 4.221215451380819217e-01 4.505427213703247502e-01 4.216532894338811399e-01 4.188341893230216328e-01 4.149457070517399981e-01
