5.262141305545784409e-01 4.638693276392983900e-01 4.760200288021231296e-01 4.321936799645068050e-01 4.097462692238857951e-01 3.791495015250722078e-01 3.913942322700037502e-01 3.377575131107609097e-01 2.992499708958836768e-01 2.894222941795046578e-01 2.871328076581191602e-01
5.324343217527867100e-01 4.331764213635412308e-01 4.568166235205183279e-01 4.204030749533584355e-01 3.933243473939561641e-01 3.662649595325194185e-01 3.300152491119696108e-01 3.216849948428816552e-01 3.176299621528901329e-01 3.187369192136501050e-01 3.001014357118128584e-01
5.489775449621994152e-01 4.615192381648924314e-01 6.358594713091290096e-01 5.134712028937704620e-01 6.530115069056833255e-01 4.328117835212952902e-01 4.009012204648556010e-01 3.911376841831442630e-01 3.639378997760720491e-01 3.330855724137293805e-01 3.067577087468609243e-01
5.356518574868893712e-01 5.092612310331748882e-01 4.422034645446786261e-01 4.357141662223610878e-01 4.281705380542897288e-01 4.061426016811957029e-01 3.613958607833859804e-01 3.517310990195640641e-01 9.794437541708372885e-01 6.735124959572951209e-01 1.147584140995862034e+00
5.169819289308975607e-01 5.197021723103644186e-01 4.367420142477089762e-01 4.368095773100928447e-01 4.066082249540013405e-01 4.120054294109077864e-01 3.704917973534804232e-01 3.274286423188936257e-01 2.996858893483729802e-01 2.954481473060663332e-01 3.232970769113990284e-01
5.672388840256640252e-01 5.231067955541947034e-01 4.474474986775099916e-01 4.268396178068941671e-01 4.089794144136288390e-01 4.234707124132323086e-01 3.508287750245499548e-01 3.477553071019288122e-01 3.227261849672433125e-01 3.127219677344098558e-01 2.983300120424658974e-01
5.284327235135057865e-01 4.424581290519569721e-01 4.553386258170482592e-01 4.368638529713256280e-01 4.237794000766359481e-01 3.971202204910462275e-01 3.808779716090799350e-01 3.678070548386224714e-01 3.561232611136754267e-01 3.386398182288236081e-01 3.030378152605465725e-01
6.084533081303202806e-01 5.077659949849169241e-01 4.509573844184529556e-01 5.115323625303324073e-01 4.535315314381253016e-01 3.860080191173325126e-01 4.199863196126464859e-01 8.128369533485032550e-01 4.325137406883907687e-01 3.814541019888535445e-01 3.170038701561492811e-01
5.655105510830047422e-01 5.048842550281411601e-01 4.738739789670318170e-01 1.258545202688587272e+00 1.309211378342111765e+00 1.065284996692477781e+00 1.276812156186228897e+00 1.687285180097023440e+00 2.063144552593522363e+00 1.899655280558552484e+00 1.742894024312796830e+00
5.330575192057452893e-01 4.694797689429755505e-01 6.375595493176393624e-01 5.937351212971140324e-01 1.495948365602310259e+00 1.513297834519440332e+00 1.494701781481466707e+00 1.429858787207471060e+00 1.408190603416571873e+00 1.311773206467381714e+00 1.278693904841393669e+00
5.145607826465993240e-01 5.057797451438624803e-01 4.611841995429833418e-01 4.288955508897149826e-01 3.777606871586605686e-01 3.719824492796556248e-01 3.662161914208205138e-01 3.689234890002860978e-01 3.449210619502467989e-01 3.183473322226388902e-01 2.939639670528858550e-01
5.537403811901504547e-01 4.814146545377471775e-01 7.476562168579666823e-01 4.203460163497861890e-01 3.723684730148923427e-01 3.497970891793442672e-01 3.387848954797906820e-01 3.473786358814292541e-01 3.359073473426978929e-01 3.042483058791987105e-01 2.983291234960337990e-01
4.804503097103006715e-01 5.502174295225592537e-01 4.706146666238428811e-01 4.497384403383239970e-01 4.205616786140121133e-01 3.861840539346332313e-01 4.070037418461952550e-01 3.425436079480522200e-01 3.556061208877613344e-01 3.115346169818695166e-01 3.037663664216848636e-01
5.529098107209284851e-01 4.567917059465448348e-01 5.226066023686770645e-01 5.010948521900178143e-01 5.053430730529006043e-01 3.676868608832920549e-01 3.599616030210103235e-01 3.404315353228268282e-01 3.339589114712996909e-01 2.941851524123154094e-01 2.942496854092090941e-01
5.723762468901441025e-01 4.650583090877731252e-01 4.515143217864283076e-01 9.167858352820206225e-01 1.325495842140817171e+00 1.014302676778171541e+00 4.987485320019953150e+00 4.859612732247000189e+00 4.706591794493688141e+00 4.683878997871136818e+00 4.578077397085626110e+00
5.693041235736748806e-01 4.918144664312399938e-01 4.670749444385582372e-01 4.098351607937953389e-01 4.276554167802641415e-01 4.179413828415963206e-01 3.746490644271658899e-01 3.721262609304033520e-01 3.639957912406194818e-01 3.439545833979485434e-01 3.410687232911749911e-01
5.538983908484609309e-01 4.669786106845378315e-01 4.421038312302043582e-01 3.812169567930971392e-01 3.879473144129833573e-01 3.618461080766350868e-01 3.326482170044704478e-01 2.922401343548993724e-01 2.976526434915539032e-01 2.882879615890935887e-01 2.562980119885266972e-01
5.090802388981415794e-01 4.328972223957889831e-01 4.333958266993825359e-01 4.406243418719035798e-01 4.177151794993819167e-01 4.078578849593859079e-01 1.394822073649643501e+00 9.191517702745461982e-01 7.452052334437856418e-01 4.736477155130420780e-01 4.093318028157731381e-01
5.398223896161074009e-01 4.989175792370301732e-01 4.569332820632219794e-01 4.256441930240051907e-01 3.889729579868950182e-01 3.817298645875944474e-01 3.617442250372818746e-01 3.520841487678973980e-01 3.396643796286206718e-01 3.051769473032815982e-01 2.891629646128701103e-01
5.383766678519430471e-01 5.072344067583034466e-01 4.704608482713703577e-01 4.190403307542571176e-01 4.105061342439840222e-01 3.834015364580201091e-01 3.821437816268087873e-01 3.537919802920067025e-01 3.304548988531241793e-01 3.340454727475651309e-01 2.942858376855846947e-01
